43453,Agua Grande,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43453,Agua Hedionda,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43453,El Cojolite,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43453,El Oratorio,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43453,El Piñal,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43453,El Veinte,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43453,El Zenthe,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43453,La Barranca (El Infiernillo),13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43453,La Cueva,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43453,La Joya,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43453,Piedra Larga,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43454,El Nenjo,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43454,El Xúchitl,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43455,Del Canjoy,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43455,El Caliche,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43455,El Canjoy (Casas Quemadas),13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43455,El Nanjo,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43455,La Florida (La Canoa),13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43455,La Loma de San Andrés,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43455,Milpa Larga,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43455,San Andrés,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43456,El Popotillo Chico,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43456,El Popotillo Grande,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43459,Cerro Pelón,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43459,El Arco,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43459,La Vereda,13053,San Bartolo Tutotepec,13000,HIDALGO,HG
43460,Agua Blanca de Iturbide Centro,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43463,El Capulín,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43463,El Vergel,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43463,La Loma,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43464,El Trébol,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43468,Agua Blanca (Cerro Alto),13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43468,Calabazas,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43468,Calabazas Primera Sección,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43468,Calabazas Segunda Sección,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43468,Chichicaxtle,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43468,Ejido de los Cubes,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43468,Loma Ancha,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43468,Los Cubes,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43468,Palizar,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43468,Rosa de Castilla,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43468,Rosa de Castilla,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43469,El Palizar,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43469,El Remudadero,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43469,El Vivero (El Pujido),13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43469,Plan Grande,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43469,Potrero de Monroy,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43470,La Laguna,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43470,San Martín,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43470,San Pedrito,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43470,San Pedrito (Potrerillos),13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43470,Tetetla,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43472,El Xúchitl,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43472,San Cornelio,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43473,La Torre,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43473,Sabanillas,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43474,Milpa Vieja,13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43474,Milpa Vieja (Apulco),13004,Agua Blanca de Iturbide,13000,HIDALGO,HG
43480,Villa Tenango de Doria Centro,13060,Tenango de Doria,13000,HIDALGO,HG
43483,El Damo,13060,Tenango de Doria,13000,HIDALGO,HG
43483,El Despi,13060,Tenango de Doria,13000,HIDALGO,HG
43483,El Mamay,13060,Tenango de Doria,13000,HIDALGO,HG
43483,El Potrero,13060,Tenango de Doria,13000,HIDALGO,HG
43483,San Nicolás,13060,Tenango de Doria,13000,HIDALGO,HG
43483,Santa Mónica,13060,Tenango de Doria,13000,HIDALGO,HG
43484,El Dameni,13060,Tenango de Doria,13000,HIDALGO,HG
43484,La Loma,13060,Tenango de Doria,13000,HIDALGO,HG
43485,El Porvenir,13060,Tenango de Doria,13000,HIDALGO,HG
43485,San José,13060,Tenango de Doria,13000,HIDALGO,HG
43486,Agua Zarca,13060,Tenango de Doria,13000,HIDALGO,HG
43486,Emiliano Zapata,13060,Tenango de Doria,13000,HIDALGO,HG
43486,La Cruz de Tenango,13060,Tenango de Doria,13000,HIDALGO,HG
43486,Linda Vista,13060,Tenango de Doria,13000,HIDALGO,HG
43486,Palo Gacho,13060,Tenango de Doria,13000,HIDALGO,HG
43487,El Desdavi,13060,Tenango de Doria,13000,HIDALGO,HG
43487,El Gosco,13060,Tenango de Doria,13000,HIDALGO,HG
43487,El Madhó,13060,Tenango de Doria,13000,HIDALGO,HG
43487,El Zetoy,13060,Tenango de Doria,13000,HIDALGO,HG
43488,El Cásiu,13060,Tenango de Doria,13000,HIDALGO,HG
43488,El Dexhuadá,13060,Tenango de Doria,13000,HIDALGO,HG
43488,El Juanthe,13060,Tenango de Doria,13000,HIDALGO,HG
43488,El Texme,13060,Tenango de Doria,13000,HIDALGO,HG
43488,La Reforma,13060,Tenango de Doria,13000,HIDALGO,HG
43488,La Viejita,13060,Tenango de Doria,13000,HIDALGO,HG
43488,Las Juntas,13060,Tenango de Doria,13000,HIDALGO,HG
43488,San Francisco Ixmiquilpan,13060,Tenango de Doria,13000,HIDALGO,HG
43490,El Lindero,13060,Tenango de Doria,13000,HIDALGO,HG
43490,La Concepción (El Carrizal),13060,Tenango de Doria,13000,HIDALGO,HG
43490,La Palizada,13060,Tenango de Doria,13000,HIDALGO,HG
43490,San Francisco la Laguna,13060,Tenango de Doria,13000,HIDALGO,HG
43490,San Pablo el Grande,13060,Tenango de Doria,13000,HIDALGO,HG
43491,El Aguacate,13060,Tenango de Doria,13000,HIDALGO,HG
43493,El Progreso,13060,Tenango de Doria,13000,HIDALGO,HG
43493,Los Planes de Santiago,13060,Tenango de Doria,13000,HIDALGO,HG
43493,San Isidro la Laguna,13060,Tenango de Doria,13000,HIDALGO,HG
43493,San José,13060,Tenango de Doria,13000,HIDALGO,HG
43494,Cerro Chiquito,13060,Tenango de Doria,13000,HIDALGO,HG
43494,Cerro Grande (Veinte Barrancas),13060,Tenango de Doria,13000,HIDALGO,HG
43494,El Ñanjuay,13060,Tenango de Doria,13000,HIDALGO,HG
43494,El Xajá,13060,Tenango de Doria,13000,HIDALGO,HG
43494,Huasquilla,13060,Tenango de Doria,13000,HIDALGO,HG
43494,La Joya,13060,Tenango de Doria,13000,HIDALGO,HG
43495,El Nanthe,13060,Tenango de Doria,13000,HIDALGO,HG
43495,El Xindhó,13060,Tenango de Doria,13000,HIDALGO,HG
43495,Ermita,13060,Tenango de Doria,13000,HIDALGO,HG
43495,López Mateos (La Colonia),13060,Tenango de Doria,13000,HIDALGO,HG
43495,Los Ahilares,13060,Tenango de Doria,13000,HIDALGO,HG
43495,San José del Valle,13060,Tenango de Doria,13000,HIDALGO,HG
43496,El Bopo,13060,Tenango de Doria,13000,HIDALGO,HG
43496,El Dequeña,13060,Tenango de Doria,13000,HIDALGO,HG
43496,El Dixoy,13060,Tenango de Doria,13000,HIDALGO,HG
43496,El Temapa,13060,Tenango de Doria,13000,HIDALGO,HG
43496,El Tramo,13060,Tenango de Doria,13000,HIDALGO,HG
43496,El Xuthí,13060,Tenango de Doria,13000,HIDALGO,HG
43496,Peña Blanca,13060,Tenango de Doria,13000,HIDALGO,HG
43496,Piedras Negras,13060,Tenango de Doria,13000,HIDALGO,HG
43496,Santa María Temaxcalapa,13060,Tenango de Doria,13000,HIDALGO,HG
43500,Río Seco Puente de Doria,13024,Huasca de Ocampo,13000,HIDALGO,HG
43500,San José Ocotillos,13024,Huasca de Ocampo,13000,HIDALGO,HG
43500,San Miguel Regla,13024,Huasca de Ocampo,13000,HIDALGO,HG
43500,Santo Domingo Agua Zarca,13024,Huasca de Ocampo,13000,HIDALGO,HG
43502,Bosque Real,13024,Huasca de Ocampo,13000,HIDALGO,HG
43502,El Tizal,13024,Huasca de Ocampo,13000,HIDALGO,HG
43502,Jarillo,13024,Huasca de Ocampo,13000,HIDALGO,HG
